Transcript stable ID	Transcript type	Transcript length (including UTRs and CDS)	Gene name
ENST00000565559	protein_coding	711	CAPN3
ENST00000673750	protein_coding	4195	CAPN3
ENST00000674135	protein_coding	801	CAPN3
ENST00000564503	protein_coding	593	CAPN3
ENST00000356316	protein_coding	1291	CAPN3
ENST00000318023	protein_coding	3172	CAPN3
ENST00000299004	protein_coding	653	AMOTL1
ENST00000317829	protein_coding	8844	AMOTL1
ENST00000433060	protein_coding	8980	AMOTL1
ENST00000318579	protein_coding	2674	MEOX1
ENST00000549132	protein_coding	1152	MEOX1
ENST00000393661	protein_coding	1206	MEOX1
ENST00000252597	protein_coding	3289	USHBP1
ENST00000431146	protein_coding	2136	USHBP1
ENST00000594190	protein_coding	577	USHBP1
ENST00000598309	protein_coding	549	USHBP1
ENST00000301463	protein_coding	2902	SPRYD3
ENST00000547837	protein_coding	1655	SPRYD3
ENST00000540306	protein_coding	3809	DHX8
ENST00000262415	protein_coding	5549	DHX8
ENST00000589898	protein_coding	739	DHX8
ENST00000587574	protein_coding	492	DHX8
ENST00000396048	protein_coding	3099	ZNF501
ENST00000620116	protein_coding	3353	ZNF501
ENST00000378156	protein_coding	4955	NPHP4
ENST00000622020	protein_coding	3004	NPHP4
ENST00000398290	protein_coding	1353	TRIM77
ENST00000534392	protein_coding	705	TRIM77
ENST00000636680	protein_coding	1973	RBMS3
ENST00000434693	protein_coding	8540	RBMS3
ENST00000383767	protein_coding	8449	RBMS3
ENST00000445033	protein_coding	1120	RBMS3
ENST00000273139	protein_coding	1598	RBMS3
ENST00000383766	protein_coding	2757	RBMS3
ENST00000452462	protein_coding	1547	RBMS3
ENST00000456853	protein_coding	1394	RBMS3
ENST00000325212	protein_coding	8014	CEP295
ENST00000531877	protein_coding	744	CEP295
ENST00000531700	protein_coding	2890	CEP295
ENST00000530425	protein_coding	1735	CEP295
ENST00000531404	protein_coding	2294	CEP295
ENST00000529185	protein_coding	1298	CEP295
ENST00000300105	protein_coding	5642	CACNG2
ENST00000255006	protein_coding	4440	RIN2
ENST00000648440	protein_coding	4505	RIN2
ENST00000440354	protein_coding	1837	RIN2
ENST00000266086	protein_coding	2048	SLC5A4
ENST00000361956	protein_coding	3679	SMOC1
ENST00000381280	protein_coding	3666	SMOC1
ENST00000610552	protein_coding	1763	SLC2A8
ENST00000451404	protein_coding	992	SLC2A8
ENST00000373371	protein_coding	2145	SLC2A8
ENST00000419917	protein_coding	793	SLC2A8
ENST00000373352	protein_coding	914	SLC2A8
ENST00000373360	protein_coding	1937	SLC2A8
ENST00000419132	protein_coding	506	SLC2A8
ENST00000439597	protein_coding	854	SLC2A8
ENST00000423934	protein_coding	933	SLC2A8
ENST00000430147	protein_coding	1030	SLC2A8
ENST00000645788	protein_coding	2439	SLC34A2
ENST00000513204	protein_coding	549	SLC34A2
ENST00000504570	protein_coding	2162	SLC34A2
ENST00000382051	protein_coding	4115	SLC34A2
ENST00000503434	protein_coding	2174	SLC34A2
ENST00000507530	protein_coding	582	SLC34A2
ENST00000317697	protein_coding	2534	ASB8
ENST00000536549	protein_coding	2610	ASB8
ENST00000536953	protein_coding	923	ASB8
ENST00000539528	protein_coding	839	ASB8
ENST00000535055	protein_coding	657	ASB8
ENST00000536071	protein_coding	568	ASB8
ENST00000539503	protein_coding	800	ASB8
ENST00000545791	protein_coding	570	ASB8
ENST00000540212	protein_coding	561	ASB8
ENST00000540782	protein_coding	659	ASB8
ENST00000535988	protein_coding	679	ASB8
ENST00000548228	protein_coding	582	ASB8
ENST00000629941	protein_coding	278	ASB8
ENST00000336095	protein_coding	7453	RNF24
ENST00000358395	protein_coding	7328	RNF24
ENST00000432261	protein_coding	3149	RNF24
ENST00000545616	protein_coding	1128	RNF24
ENST00000608642	protein_coding	6337	LARGE1
ENST00000609799	protein_coding	6058	LARGE1
ENST00000610186	protein_coding	6484	LARGE1
ENST00000674780	protein_coding	3115	LARGE1
ENST00000674999	protein_coding	3770	LARGE1
ENST00000676126	protein_coding	3424	LARGE1
ENST00000674668	protein_coding	3577	LARGE1
ENST00000676132	protein_coding	3822	LARGE1
ENST00000675416	protein_coding	3824	LARGE1
ENST00000402320	protein_coding	3967	LARGE1
ENST00000354992	protein_coding	4193	LARGE1
ENST00000397394	protein_coding	4753	LARGE1
ENST00000676370	protein_coding	3823	LARGE1
ENST00000676070	protein_coding	3912	LARGE1
ENST00000413114	protein_coding	3987	LARGE1
ENST00000674789	protein_coding	2533	LARGE1
ENST00000675277	protein_coding	2355	LARGE1
ENST00000430220	protein_coding	1282	LARGE1
ENST00000423375	protein_coding	1556	LARGE1
ENST00000432776	protein_coding	1511	LARGE1
ENST00000434071	protein_coding	1367	LARGE1
ENST00000476315	protein_coding	1139	LARGE1
ENST00000597083	protein_coding	734	ZNF486
ENST00000335117	protein_coding	3895	ZNF486
ENST00000553558	protein_coding	3551	HEATR4
ENST00000334988	protein_coding	3469	HEATR4
ENST00000556455	protein_coding	824	HEATR4
ENST00000557603	protein_coding	552	HEATR4
ENST00000563329	protein_coding	623	HEATR4
ENST00000342854	protein_coding	3288	TCF7
ENST00000395029	protein_coding	3330	TCF7
ENST00000518887	protein_coding	584	TCF7
ENST00000517851	protein_coding	600	TCF7
ENST00000521639	protein_coding	539	TCF7
ENST00000522375	protein_coding	557	TCF7
ENST00000378560	protein_coding	2929	TCF7
ENST00000520958	protein_coding	1408	TCF7
ENST00000518915	protein_coding	1254	TCF7
ENST00000395023	protein_coding	2815	TCF7
ENST00000519037	protein_coding	547	TCF7
ENST00000517855	protein_coding	799	TCF7
ENST00000517799	protein_coding	570	TCF7
ENST00000520699	protein_coding	459	TCF7
ENST00000596019	protein_coding	552	ZNF682
ENST00000397165	protein_coding	3244	ZNF682
ENST00000594127	protein_coding	450	ZNF682
ENST00000602079	protein_coding	474	ZNF682
ENST00000358523	protein_coding	2161	ZNF682
ENST00000595736	protein_coding	1710	ZNF682
ENST00000597972	protein_coding	1538	ZNF682
ENST00000601100	protein_coding	609	ZNF682
ENST00000593468	protein_coding	581	ZNF682
ENST00000397162	protein_coding	3164	ZNF682
ENST00000521689	protein_coding	3554	MATN2
ENST00000524308	protein_coding	3449	MATN2
ENST00000522025	protein_coding	2731	MATN2
ENST00000520016	protein_coding	3495	MATN2
ENST00000518154	protein_coding	2663	MATN2
ENST00000521041	protein_coding	541	MATN2
ENST00000519585	protein_coding	600	MATN2
ENST00000522270	protein_coding	586	MATN2
ENST00000517321	protein_coding	548	MATN2
ENST00000519582	protein_coding	640	MATN2
ENST00000522135	protein_coding	416	MATN2
ENST00000254898	protein_coding	4133	MATN2
ENST00000524717	protein_coding	7121	MAML2
ENST00000618849	protein_coding	3154	MAML2
ENST00000353088	protein_coding	2611	NSFL1C
ENST00000476071	protein_coding	2800	NSFL1C
ENST00000216879	protein_coding	2721	NSFL1C
ENST00000441005	protein_coding	1455	FEZ2
ENST00000379245	protein_coding	2097	FEZ2
ENST00000405912	protein_coding	1993	FEZ2
ENST00000357996	protein_coding	847	FEZ2
ENST00000305852	protein_coding	1782	FEZ2
ENST00000356218	protein_coding	4768	FRMD6
ENST00000395718	protein_coding	4828	FRMD6
ENST00000344768	protein_coding	4800	FRMD6
ENST00000554778	protein_coding	569	FRMD6
ENST00000557405	protein_coding	495	FRMD6
ENST00000555197	protein_coding	685	FRMD6
ENST00000555703	protein_coding	573	FRMD6
ENST00000553556	protein_coding	1679	FRMD6
ENST00000594059	protein_coding	515	
ENST00000546361	protein_coding	4075	CHERP
ENST00000198939	protein_coding	4084	CHERP
ENST00000313578	protein_coding	1835	AQP11
ENST00000547431	protein_coding	2491	PPP1R1A
ENST00000257905	protein_coding	1828	PPP1R1A
ENST00000553113	protein_coding	547	PPP1R1A
ENST00000265403	protein_coding	2757	UGT2B10
ENST00000458688	protein_coding	1424	UGT2B10
ENST00000302259	protein_coding	2557	DDI1
ENST00000458656	protein_coding	601	HAP1
ENST00000442364	protein_coding	487	HAP1
ENST00000455021	protein_coding	324	HAP1
ENST00000393939	protein_coding	5683	HAP1
ENST00000347901	protein_coding	3930	HAP1
ENST00000341193	protein_coding	3880	HAP1
ENST00000310778	protein_coding	4087	HAP1
ENST00000263321	protein_coding	2062	TYR
ENST00000643466	protein_coding	3887	ICOSLG
ENST00000344330	protein_coding	1470	ICOSLG
ENST00000407780	protein_coding	7078	ICOSLG
ENST00000400379	protein_coding	4317	ICOSLG
ENST00000400377	protein_coding	3387	ICOSLG
ENST00000700352	protein_coding	3103	ICOSLG
ENST00000700355	protein_coding	3089	ICOSLG
ENST00000700358	protein_coding	2558	ICOSLG
ENST00000700360	protein_coding	865	ICOSLG
ENST00000700361	protein_coding	3688	ICOSLG
ENST00000551577	protein_coding	2643	TMEM117
ENST00000266534	protein_coding	2775	TMEM117
ENST00000550495	protein_coding	576	TMEM117
ENST00000378453	protein_coding	1324	HES5
ENST00000700080	protein_coding	6171	IFNAR1
ENST00000652450	protein_coding	6029	IFNAR1
ENST00000700084	protein_coding	5669	IFNAR1
ENST00000652513	protein_coding	1437	IFNAR1
ENST00000442071	protein_coding	5672	IFNAR1
ENST00000270139	protein_coding	6075	IFNAR1
ENST00000652601	protein_coding	1282	IFNAR1
ENST00000236826	protein_coding	3055	MMP8
ENST00000438475	protein_coding	1394	MMP8
ENST00000310613	protein_coding	7018	SULT1B1
ENST00000510821	protein_coding	694	SULT1B1
ENST00000512870	protein_coding	572	SULT1B1
ENST00000374379	protein_coding	4253	CLIC4
ENST00000432777	protein_coding	567	SMTN
ENST00000422839	protein_coding	566	SMTN
ENST00000426927	protein_coding	574	SMTN
ENST00000482444	protein_coding	589	SMTN
ENST00000440425	protein_coding	599	SMTN
ENST00000358743	protein_coding	3198	SMTN
ENST00000347557	protein_coding	3130	SMTN
ENST00000333137	protein_coding	3296	SMTN
ENST00000438223	protein_coding	545	SMTN
ENST00000416786	protein_coding	823	SMTN
ENST00000431481	protein_coding	534	SMTN
ENST00000455608	protein_coding	648	SMTN
ENST00000404574	protein_coding	1735	SMTN
ENST00000624247	protein_coding	1263	SMTN
ENST00000612341	protein_coding	3321	SMTN
ENST00000619644	protein_coding	3227	SMTN
ENST00000305978	protein_coding	771	SCAND1
ENST00000373991	protein_coding	1727	SCAND1
ENST00000615116	protein_coding	1371	SCAND1
ENST00000375862	protein_coding	1806	HCK
ENST00000629881	protein_coding	1969	HCK
ENST00000375852	protein_coding	2101	HCK
ENST00000520553	protein_coding	2101	HCK
ENST00000518730	protein_coding	1742	HCK
ENST00000394287	protein_coding	2870	MED1
ENST00000300651	protein_coding	8137	MED1
ENST00000548380	protein_coding	577	TEX49
ENST00000280871	protein_coding	7221	SLC2A13
ENST00000380858	protein_coding	3082	SLC2A13
ENST00000401088	protein_coding	3480	SZRD1
ENST00000471507	protein_coding	892	SZRD1
ENST00000401089	protein_coding	3447	SZRD1
ENST00000492354	protein_coding	3401	SZRD1
ENST00000311856	protein_coding	2997	SLC22A13
ENST00000649621	protein_coding	1685	SLC22A13
ENST00000295958	protein_coding	6252	SMIM14
ENST00000511809	protein_coding	830	SMIM14
ENST00000505729	protein_coding	612	SMIM14
ENST00000543471	protein_coding	2194	ZNF79
ENST00000612342	protein_coding	2192	ZNF79
ENST00000617266	protein_coding	1969	ZNF79
ENST00000342483	protein_coding	2078	ZNF79
ENST00000296125	protein_coding	3391	TGM4
ENST00000525497	protein_coding	730	NAALAD2
ENST00000534061	protein_coding	3466	NAALAD2
ENST00000321955	protein_coding	3035	NAALAD2
ENST00000525171	protein_coding	1613	NAALAD2
ENST00000375944	protein_coding	1149	NAALAD2
ENST00000526637	protein_coding	484	NAALAD2
ENST00000683941	protein_coding	3872	IFNAR2
ENST00000382264	protein_coding	1389	IFNAR2
ENST00000342136	protein_coding	4074	IFNAR2
ENST00000404220	protein_coding	4284	IFNAR2
ENST00000342101	protein_coding	2606	IFNAR2
ENST00000413881	protein_coding	710	IFNAR2
ENST00000443073	protein_coding	841	IFNAR2
ENST00000447980	protein_coding	726	IFNAR2
ENST00000326258	protein_coding	951	OR10A7
ENST00000428847	protein_coding	3260	FBXO43
ENST00000256062	protein_coding	8805	TMTC1
ENST00000551659	protein_coding	4228	TMTC1
ENST00000552618	protein_coding	3915	TMTC1
ENST00000539277	protein_coding	8846	TMTC1
ENST00000550354	protein_coding	593	TMTC1
ENST00000286953	protein_coding	615	ATP5MJ
ENST00000554880	protein_coding	707	ATP5MJ
ENST00000555030	protein_coding	749	ATP5MJ
ENST00000414262	protein_coding	842	ATP5MJ
ENST00000553430	protein_coding	1659	ATP5MJ
ENST00000557040	protein_coding	472	ATP5MJ
ENST00000554713	protein_coding	1058	ATP5MJ
ENST00000361436	protein_coding	634	RPL12
ENST00000536368	protein_coding	499	RPL12
ENST00000616183	protein_coding	577	ZNF714
ENST00000596053	protein_coding	800	ZNF714
ENST00000618422	protein_coding	649	ZNF714
ENST00000456283	protein_coding	8752	ZNF714
ENST00000618008	protein_coding	647	ZNF714
ENST00000425625	protein_coding	2562	ZNF714
ENST00000620627	protein_coding	2066	ZNF714
ENST00000260130	protein_coding	2073	SDCBP
ENST00000447182	protein_coding	2103	SDCBP
ENST00000413219	protein_coding	2086	SDCBP
ENST00000424270	protein_coding	1277	SDCBP
ENST00000523483	protein_coding	3589	SDCBP
ENST00000520168	protein_coding	1097	SDCBP
ENST00000447267	protein_coding	772	SDCBP
ENST00000630925	protein_coding	2076	SDCBP
ENST00000360029	protein_coding	2595	KCTD8
ENST00000515268	protein_coding	464	KCTD8
ENST00000444713	protein_coding	838	PDIK1L
ENST00000374271	protein_coding	4279	PDIK1L
ENST00000374269	protein_coding	4113	PDIK1L
ENST00000619836	protein_coding	4252	PDIK1L
ENST00000356260	protein_coding	3003	SDAD1
ENST00000395711	protein_coding	2513	SDAD1
ENST00000337132	protein_coding	2018	NECAP2
ENST00000504551	protein_coding	768	NECAP2
ENST00000457722	protein_coding	935	NECAP2
ENST00000443980	protein_coding	1929	NECAP2
ENST00000586018	protein_coding	4234	CILP2
ENST00000291495	protein_coding	4199	CILP2
ENST00000325110	protein_coding	5350	HMGCS1
ENST00000433297	protein_coding	3466	HMGCS1
ENST00000511774	protein_coding	500	HMGCS1
ENST00000432832	protein_coding	834	DHRS2
ENST00000250383	protein_coding	1676	DHRS2
ENST00000344777	protein_coding	1678	DHRS2
ENST00000611765	protein_coding	1287	DHRS2
ENST00000557535	protein_coding	927	DHRS2
ENST00000553600	protein_coding	844	DHRS2
ENST00000355697	protein_coding	1556	SFXN4
ENST00000369131	protein_coding	1133	SFXN4
ENST00000419372	protein_coding	739	SFXN4
ENST00000269593	protein_coding	2205	IGFBP4
ENST00000260649	protein_coding	2969	SLC3A1
ENST00000409387	protein_coding	2334	SLC3A1
ENST00000410056	protein_coding	1426	SLC3A1
ENST00000409741	protein_coding	1537	SLC3A1
ENST00000409229	protein_coding	2909	SLC3A1
ENST00000409380	protein_coding	2424	SLC3A1
ENST00000427285	protein_coding	574	SLC3A1
ENST00000409294	protein_coding	792	SLC3A1
ENST00000409740	protein_coding	1418	SLC3A1
ENST00000611973	protein_coding	1737	SLC3A1
ENST00000373314	protein_coding	3760	NIBAN2
ENST00000373312	protein_coding	3942	NIBAN2
ENST00000251203	protein_coding	1495	PBX4
ENST00000538566	protein_coding	1124	TMIGD1
ENST00000328886	protein_coding	1226	TMIGD1
ENST00000405531	protein_coding	1656	C12orf40
ENST00000324616	protein_coding	2776	C12orf40
ENST00000294507	protein_coding	2177	LAPTM5
ENST00000321949	protein_coding	6879	CRTC1
ENST00000338797	protein_coding	6929	CRTC1
ENST00000594658	protein_coding	2384	CRTC1
ENST00000601916	protein_coding	1834	CRTC1
ENST00000512974	protein_coding	580	MAP1B
ENST00000296755	protein_coding	11790	MAP1B
ENST00000511641	protein_coding	2056	MAP1B
ENST00000504492	protein_coding	2079	MAP1B
ENST00000361523	protein_coding	2112	BECN1
ENST00000590099	protein_coding	2109	BECN1
ENST00000590764	protein_coding	854	BECN1
ENST00000438274	protein_coding	1569	BECN1
ENST00000588276	protein_coding	769	BECN1
ENST00000589663	protein_coding	489	BECN1
ENST00000586589	protein_coding	731	BECN1
ENST00000590852	protein_coding	570	BECN1
ENST00000593205	protein_coding	629	BECN1
ENST00000589636	protein_coding	561	BECN1
ENST00000612631	protein_coding	559	BECN1
ENST00000319331	protein_coding	5960	LRRN1
ENST00000434013	protein_coding	875	NPC2
ENST00000541064	protein_coding	1436	NPC2
ENST00000555619	protein_coding	821	NPC2
ENST00000238633	protein_coding	796	NPC2
ENST00000553490	protein_coding	729	NPC2
ENST00000556009	protein_coding	699	NPC2
ENST00000557510	protein_coding	1029	NPC2
ENST00000555592	protein_coding	469	NPC2
ENST00000374278	protein_coding	3097	SLC30A2
ENST00000374276	protein_coding	3249	SLC30A2
ENST00000541267	protein_coding	836	NANOG
ENST00000229307	protein_coding	5182	NANOG
ENST00000526286	protein_coding	870	NANOG
ENST00000434758	protein_coding	2193	CFAP300
ENST00000526781	protein_coding	845	CFAP300
ENST00000534360	protein_coding	520	CFAP300
ENST00000529204	protein_coding	349	CFAP300
ENST00000328405	protein_coding	5077	KCNH8
ENST00000652044	protein_coding	1530	MMP21
ENST00000651977	protein_coding	1951	MMP21
ENST00000368808	protein_coding	1919	MMP21
ENST00000373839	protein_coding	6048	PHACTR4
ENST00000632202	protein_coding	918	PHACTR4
ENST00000633167	protein_coding	553	PHACTR4
ENST00000373836	protein_coding	3107	PHACTR4
ENST00000398637	protein_coding	8097	SLC38A1
ENST00000549049	protein_coding	3196	SLC38A1
ENST00000439706	protein_coding	3436	SLC38A1
ENST00000546893	protein_coding	2332	SLC38A1
ENST00000552197	protein_coding	2599	SLC38A1
ENST00000550173	protein_coding	891	SLC38A1
ENST00000612161	protein_coding	1607	SLC38A1
ENST00000260229	protein_coding	1876	MMP27
ENST00000455566	protein_coding	5374	PPP2R2D
ENST00000389774	protein_coding	1725	ARHGAP8
ENST00000396119	protein_coding	573	ARHGAP8
ENST00000336963	protein_coding	1487	ARHGAP8
ENST00000356099	protein_coding	1615	ARHGAP8
ENST00000412433	protein_coding	581	ARHGAP8
ENST00000618172	protein_coding	2570	DDX27
ENST00000493252	protein_coding	825	DDX27
ENST00000422163	protein_coding	2407	GNAI2
ENST00000313601	protein_coding	2219	GNAI2
ENST00000440628	protein_coding	1663	GNAI2
ENST00000451956	protein_coding	1486	GNAI2
ENST00000266027	protein_coding	2169	GNAI2
ENST00000534815	protein_coding	3396	KBTBD3
ENST00000526793	protein_coding	3751	KBTBD3
ENST00000531837	protein_coding	3840	KBTBD3
ENST00000532662	protein_coding	297	KBTBD3
ENST00000531482	protein_coding	874	KBTBD3
ENST00000591366	protein_coding	590	ZNF93
ENST00000588146	protein_coding	570	ZNF93
ENST00000592160	protein_coding	1334	ZNF93
ENST00000343769	protein_coding	2763	ZNF93
ENST00000638737	protein_coding	1020	ZNF93
ENST00000261531	protein_coding	2129	SNW1
ENST00000554775	protein_coding	1687	SNW1
ENST00000555761	protein_coding	1855	SNW1
ENST00000554324	protein_coding	584	SNW1
ENST00000638452	protein_coding	7893	
ENST00000638568	protein_coding	7956	
ENST00000640655	protein_coding	8032	
ENST00000433395	protein_coding	2112	
ENST00000641641	protein_coding	510	PTRH1
ENST00000335223	protein_coding	759	PTRH1
ENST00000423807	protein_coding	1570	PTRH1
ENST00000419060	protein_coding	2692	PTRH1
ENST00000543175	protein_coding	962	PTRH1
ENST00000456267	protein_coding	645	PTRH1
ENST00000414832	protein_coding	569	PTRH1
ENST00000416214	protein_coding	424	PTRH1
ENST00000524892	protein_coding	7689	ARHGAP42
ENST00000531183	protein_coding	690	ARHGAP42
ENST00000298815	protein_coding	8156	ARHGAP42
ENST00000303130	protein_coding	1855	ARHGAP42
ENST00000381405	protein_coding	2096	ESM1
ENST00000381403	protein_coding	1326	ESM1
ENST00000601836	protein_coding	756	ESM1
ENST00000523492	protein_coding	1397	DEPTOR
ENST00000286234	protein_coding	2569	DEPTOR
ENST00000651332	protein_coding	3588	ZNF257
ENST00000594363	protein_coding	557	ZNF257
ENST00000597927	protein_coding	552	ZNF257
ENST00000594947	protein_coding	3879	ZNF257
ENST00000600162	protein_coding	817	ZNF257
ENST00000361530	protein_coding	2535	CNKSR1
ENST00000374253	protein_coding	2538	CNKSR1
ENST00000531191	protein_coding	2673	CNKSR1
ENST00000320033	protein_coding	1578	ARL4D
ENST00000226355	protein_coding	1997	AFM
ENST00000308234	protein_coding	4580	RGMB
ENST00000513185	protein_coding	4463	RGMB
