pb	tx_cat	pr_splice_cat	tx_subcat	pr_splice_subcat	tx_tss_diff	tx_tts_diff	tx_tss_gene_diff	tx_tts_gene_diff	pr_nterm_diff	pr_cterm_diff	pr_nterm_gene_diff	pr_cterm_gene_diff	tx_transcripts	pr_transcripts	tx_gene	pr_gene	tx_num_exons	pr_num_exons	is_nmd	num_junc_after_stop_codon	num_nt_after_stop_codon	tx_5hang	tx_3hang	pr_nhang	pr_chang
ENST00000343818.11	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000343818.11	ENST00000343818.11	ENSG00000143811.20	ENSG00000143811.20	7	7	FALSE	0	720	0	0	0	0
ENST00000366813.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366813.1	ENST00000366816.5	ENSG00000163041.13	ENSG00000163041.13	3	3	FALSE	0	900	0	0	0	0
ENST00000366794.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366794.10	ENST00000366794.10	ENSG00000143799.14	ENSG00000143799.14	23	23	FALSE	0	936	0	0	0	0
ENST00000366783.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366783.8	ENST00000524196.6	ENSG00000143801.18	ENSG00000143801.18	13	10	FALSE	0	905	0	0	0	0
ENST00000422240.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	79	0	33	0	0	0	0	ENST00000422240.6	ENST00000422240.6	ENSG00000143801.18	ENSG00000143801.18	13	10	FALSE	0	527	0	-79	0	0
ENST00000676467.1	full-splice_match	full-splice_match	multi-exon	multi-exon	76	0	-20	0	0	0	0	0	ENST00000676467.1	ENST00000677596.1	ENSG00000143801.18	ENSG00000143801.18	12	2	TRUE	8	2452	-76	0	0	0
ENST00000366777.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366777.4	ENST00000366777.4	ENSG00000163050.18	ENSG00000163050.18	15	14	FALSE	0	925	0	0	0	0
ENST00000465266.1	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	0	-3796	ENST00000465266.1	novel	ENSG00000181450.18	ENSG00000181450.18	5	4	TRUE	1	266	0	0		
ENST00000480265.1	full-splice_match	antisense	multi-exon	multi-exon	0	0	0	0	NA	NA	NA	NA	ENST00000480265.1	novel	ENSG00000143740.15	novelGene_ENSG00000081692.13_AS	2	2	FALSE	0	1941	0	0		
ENST00000620518.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000620518.5	ENST00000620518.5	ENSG00000081692.13	ENSG00000081692.13	6	6	FALSE	0	1233	0	0	0	0
ENST00000681685.1	full-splice_match	full-splice_match	multi-exon	multi-exon	423	0	0	0	0	0	0	0	ENST00000681685.1	ENST00000681685.1	ENSG00000143740.15	ENSG00000143740.15	4	3	FALSE	0	383	-423	0	0	0
ENST00000272102.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000272102.10	ENST00000540651.5	ENSG00000143761.16	ENSG00000143761.16	5	4	FALSE	0	1297	0	0	0	0
ENST00000470670.5	full-splice_match	novel_in_catalog	multi-exon	intron_retention	0	0	0	0	NA	NA	0	-395	ENST00000470670.5	novel	ENSG00000143761.16	ENSG00000143761.16	4	2	TRUE	1	349	0	0		
ENST00000272139.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000272139.5	ENST00000272139.5	ENSG00000143793.13	ENSG00000143793.13	8	8	FALSE	0	501	0	0	0	0
ENST00000366734.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366734.5	ENST00000366733.5	ENSG00000162910.19	ENSG00000162910.19	4	3	FALSE	0	606	0	0	0	0
ENST00000465268.1	full-splice_match	full-splice_match	multi-exon	multi-exon	313	0	313	0	0	0	0	0	ENST00000465268.1	ENST00000459783.5	ENSG00000162910.19	ENSG00000162910.19	2	2	FALSE	0	370	-313	0	0	0
ENST00000481981.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	14130	0	-14130	ENST00000481981.1	ENST00000366690.5	ENSG00000168118.12	ENSG00000168118.12	3	3	FALSE	0	303	0	0	0	1
ENST00000366686.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366686.1	ENST00000366686.1	ENSG00000154429.11	ENSG00000154429.11	3	3	FALSE	0	3931	0	0	0	0
ENST00000366678.4	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	0	-57290	ENST00000366678.4	novel	ENSG00000069248.12	ENSG00000069248.12	6	6	FALSE	0	107	0	0		
ENST00000258243.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000258243.7	ENST00000258243.7	ENSG00000135763.10	ENSG00000135763.10	10	9	FALSE	0	1029	0	0	0	0
ENST00000366672.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366672.5	ENST00000366672.5	ENSG00000143641.10	ENSG00000143641.10	16	16	FALSE	0	2710	0	0	0	0
ENST00000391858.8	full-splice_match	full-splice_match	multi-exon	multi-exon	867	0	-285	0	0	0	0	0	ENST00000391858.8	ENST00000391858.8	ENSG00000010072.16	ENSG00000010072.16	4	4	FALSE	0	1942	-867	0	0	0
ENST00000492437.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	11723	0	-11723	ENST00000492437.1	ENST00000391858.8	ENSG00000010072.16	ENSG00000010072.16	2	2	FALSE	0	270	0	0	0	12
ENST00000658954.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	91	0	-59	190	0	38	0	ENST00000658954.1	ENST00000658954.1	ENSG00000135766.9	ENSG00000135766.9	4	4	FALSE	0	666	0	-91	-190	0
ENST00000366639.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366639.9	ENST00000366639.9	ENSG00000116918.15	ENSG00000116918.15	6	6	FALSE	0	1764	0	0	0	0
ENST00000366637.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366637.8	ENST00000366637.8	ENSG00000162946.23	ENSG00000162946.23	13	13	FALSE	0	4352	0	0	0	0
ENST00000422590.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000422590.6	ENST00000422590.6	ENSG00000162946.23	ENSG00000162946.23	11	2	TRUE	9	2807	0	0	0	0
ENST00000439617.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000439617.8	ENST00000439617.8	ENSG00000162946.23	ENSG00000162946.23	13	13	FALSE	0	4522	0	0	0	0
ENST00000602281.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000602281.5	ENST00000602281.5	ENSG00000162946.23	ENSG00000162946.23	9	9	FALSE	0	775	0	0	0	0
ENST00000602822.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000602822.5	ENST00000602700.5	ENSG00000162946.23	ENSG00000162946.23	8	3	TRUE	5	1623	0	0	0	0
ENST00000462259.5	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	237	0	-150	0	NA	NA	73187	-9354	ENST00000462259.5	novel	ENSG00000059588.10	ENSG00000059588.10	8	3	TRUE	5	1302	-237	0		
ENST00000366607.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366607.5	ENST00000366607.5	ENSG00000173726.11	ENSG00000173726.11	5	5	FALSE	0	2848	0	0	0	0
ENST00000466653.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	9289	0	-9289	ENST00000466653.1	ENST00000418304.1	ENSG00000054267.22	ENSG00000054267.22	11	10	FALSE	0	1403	0	0	0	15
ENST00000282841.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000282841.9	ENST00000488594.5	ENSG00000152904.11	ENSG00000152904.11	4	3	FALSE	0	1995	0	0	0	0
ENST00000494378.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	61	0	-61	0	0	0	0	ENST00000494378.1	ENST00000612859.4	ENSG00000162885.14	ENSG00000162885.14	4	3	TRUE	1	1532	0	-61	0	0
ENST00000366592.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366592.8	ENST00000366592.8	ENSG00000077585.14	ENSG00000077585.14	7	7	FALSE	0	836	0	0	0	0
ENST00000354619.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	56	0	-56	0	0	0	0	ENST00000354619.10	ENST00000354619.10	ENSG00000086619.15	ENSG00000086619.15	16	16	FALSE	0	3537	0	-56	0	0
ENST00000688164.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	344	0	-221	0	24829	0	24829	0	ENST00000688164.1	ENST00000687487.1	ENSG00000086619.15	ENSG00000086619.15	7	4	FALSE	0	4216	-344	0	-10	0
ENST00000366584.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366584.9	ENST00000341872.10	ENSG00000116977.19	ENSG00000116977.19	10	9	FALSE	0	5006	0	0	0	0
ENST00000542672.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000542672.6	ENST00000542672.6	ENSG00000077522.15	ENSG00000077522.15	21	21	FALSE	0	547	0	0	0	0
ENST00000684050.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	57	0	-57	0	1113	0	-1113	ENST00000684050.1	ENST00000652096.1	ENSG00000077522.15	ENSG00000077522.15	20	8	TRUE	12	6450	0	-57	0	9
ENST00000683111.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	57	0	-57	0	0	0	0	ENST00000683111.1	ENST00000683111.1	ENSG00000077522.15	ENSG00000077522.15	19	6	TRUE	13	3942	0	-57	0	0
ENST00000690236.1	full-splice_match	full-splice_match	multi-exon	multi-exon	87	0	87	0	0	0	0	0	ENST00000690236.1	ENST00000692410.1	ENSG00000182901.18	ENSG00000182901.18	15	15	FALSE	0	670	-87	0	0	0
ENST00000366560.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366560.4	ENST00000366560.4	ENSG00000091483.8	ENSG00000091483.8	10	10	FALSE	0	261	0	0	0	0
ENST00000684483.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000684483.1	ENST00000684483.1	ENSG00000091483.8	ENSG00000091483.8	10	5	TRUE	5	1242	0	0	0	0
ENST00000481987.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000481987.5	ENST00000481987.5	ENSG00000143702.16	ENSG00000143702.16	7	7	FALSE	0	2071	0	0	0	0
ENST00000523581.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	9799	0	-9799	ENST00000523581.1	ENST00000522995.1	ENSG00000143702.16	ENSG00000143702.16	3	2	FALSE	0	357	0	0	0	30
ENST00000490065.5	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	0	-34949	ENST00000490065.5	novel	ENSG00000054282.16	ENSG00000054282.16	5	2	TRUE	3	531	0	0		
ENST00000681055.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	130	0	-130	119249	0	119249	0	ENST00000681055.1	ENST00000672460.1	ENSG00000117020.19	ENSG00000117020.19	3	3	FALSE	0	4973	0	-130	-34	0
ENST00000263831.11	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000263831.11	ENST00000263831.11	ENSG00000121644.19	ENSG00000121644.19	4	4	FALSE	0	376	0	0	0	0
ENST00000302550.16	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000302550.16	ENST00000302550.16	ENSG00000121644.19	ENSG00000121644.19	5	5	FALSE	0	3435	0	0	0	0
ENST00000391839.6	full-splice_match	novel_in_catalog	multi-exon	combination_of_known_splicesites	0	84	0	-84	NA	NA	0	-949	ENST00000391839.6	novel	ENSG00000203667.10	ENSG00000203667.10	3	2	TRUE	1	849	0	-84		
ENST00000440865.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000440865.2	ENST00000440865.2	ENSG00000153187.20	ENSG00000153187.20	13	13	FALSE	0	1401	0	0	0	0
ENST00000473686.5	full-splice_match	novel_in_catalog	multi-exon	combination_of_known_splicesites	54	0	0	0	NA	NA	0	-24321	ENST00000473686.5	novel	ENSG00000203666.13	ENSG00000203666.13	6	2	TRUE	4	801	-54	0		
ENST00000366513.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366513.9	ENST00000366513.9	ENSG00000162852.14	ENSG00000162852.14	11	10	FALSE	0	2952	0	0	0	0
ENST00000366510.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366510.4	ENST00000366510.4	ENSG00000143653.10	ENSG00000143653.10	12	12	FALSE	0	854	0	0	0	0
ENST00000366503.3	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366503.3	ENST00000366503.3	ENSG00000277462.2	ENSG00000277462.2	4	4	FALSE	0	3030	0	0	0	0
ENST00000340684.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000340684.10	ENST00000340684.10	ENSG00000196418.13	ENSG00000196418.13	4	4	FALSE	0	807	0	0	0	0
ENST00000336119.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	-6	0	0	0	ENST00000336119.8	ENST00000391828.8	ENSG00000162711.18	ENSG00000162711.18	10	9	FALSE	0	1079	0	0	6	0
ENST00000366472.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000366472.6	ENST00000366472.6	ENSG00000175137.11	ENSG00000175137.11	7	6	FALSE	0	1969	0	0	0	0
ENST00000505503.5	full-splice_match	intergenic	multi-exon	multi-exon	0	0	0	0	NA	NA	NA	NA	ENST00000505503.5	novel	ENSG00000171161.13	novelGene_5	4	2	FALSE	0	439	0	0		
ENST00000329291.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000329291.6	ENST00000329291.6	ENSG00000185220.12	ENSG00000185220.12	3	2	FALSE	0	941	0	0	0	0
ENST00000272065.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000272065.10	ENST00000272065.10	ENSG00000143727.16	ENSG00000143727.16	6	6	FALSE	0	1000	0	0	0	0
ENST00000405233.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000405233.5	ENST00000405233.5	ENSG00000143727.16	ENSG00000143727.16	4	4	FALSE	0	939	0	0	0	0
ENST00000413140.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000413140.5	ENST00000413140.5	ENSG00000143727.16	ENSG00000143727.16	5	4	TRUE	1	449	0	0	0	0
ENST00000405941.3	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000405941.3	ENST00000405941.3	ENSG00000151353.15	ENSG00000151353.15	5	5	FALSE	0	225	0	0	0	0
ENST00000648299.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	992	0	-769	0	-3	0	0	ENST00000648299.1	ENST00000399157.8	ENSG00000186487.21	ENSG00000186487.21	8	5	FALSE	0	3454	0	-992	0	3
ENST00000469400.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	33911	0	64	0	ENST00000469400.1	ENST00000415624.5	ENSG00000171853.16	ENSG00000171853.16	4	3	FALSE	0	375	0	0	-87	0
ENST00000493792.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	13240	0	1198	0	ENST00000493792.1	ENST00000416918.5	ENSG00000171853.16	ENSG00000171853.16	2	2	FALSE	0	306	0	0	-67	0
ENST00000327435.11	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000327435.11	ENST00000327435.11	ENSG00000182551.14	ENSG00000182551.14	4	4	FALSE	0	1644	0	0	0	0
ENST00000382093.5	full-splice_match	full-splice_match	multi-exon	multi-exon	480	0	480	0	0	0	0	0	ENST00000382093.5	ENST00000382093.5	ENSG00000182551.14	ENSG00000182551.14	4	4	FALSE	0	2871	-480	0	0	0
ENST00000256722.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000256722.10	ENST00000256722.10	ENSG00000134326.12	ENSG00000134326.12	5	5	FALSE	0	1748	0	0	0	0
ENST00000686179.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	1558	0	1292	0	618	0	-618	ENST00000686179.1	ENST00000459813.2	ENSG00000134313.17	ENSG00000134313.17	24	23	FALSE	0	200	0	-1558	0	84
ENST00000359712.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000359712.7	ENST00000359712.7	ENSG00000119185.13	ENSG00000119185.13	6	5	FALSE	0	1574	0	0	0	0
ENST00000238112.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000238112.8	ENST00000238112.8	ENSG00000119203.14	ENSG00000119203.14	18	18	FALSE	0	207	0	0	0	0
ENST00000460593.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000460593.1	ENST00000460593.1	ENSG00000119203.14	ENSG00000119203.14	18	17	FALSE	0	1216	0	0	0	0
ENST00000497473.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000497473.6	ENST00000497473.6	ENSG00000134330.19	ENSG00000134330.19	6	6	FALSE	0	1432	0	0	0	0
ENST00000478059.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	67	0	-67	0	4450	0	160	ENST00000478059.1	ENST00000618923.2	ENSG00000151694.14	ENSG00000151694.14	5	5	FALSE	0	379	0	-67	0	8
ENST00000497182.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	771	0	-771	ENST00000497182.1	ENST00000625239.2	ENSG00000115750.17	ENSG00000115750.17	2	2	FALSE	0	504	0	0	0	21
ENST00000535335.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000535335.1	ENST00000540845.5	ENSG00000172059.11	ENSG00000172059.11	4	3	FALSE	0	2548	0	0	0	0
ENST00000307845.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000307845.8	ENST00000307845.8	ENSG00000115756.13	ENSG00000115756.13	5	3	FALSE	0	1170	0	0	0	0
ENST00000295083.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000295083.8	ENST00000295083.8	ENSG00000162976.13	ENSG00000162976.13	7	7	FALSE	0	1111	0	0	0	0
ENST00000402361.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000402361.5	ENST00000402361.5	ENSG00000162976.13	ENSG00000162976.13	6	5	TRUE	1	336	0	0	0	0
ENST00000437573.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000437573.5	ENST00000437573.5	ENSG00000169016.17	ENSG00000169016.17	8	3	TRUE	5	1088	0	0	0	0
ENST00000155926.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000155926.9	ENST00000155926.9	ENSG00000071575.12	ENSG00000071575.12	3	3	FALSE	0	3315	0	0	0	0
ENST00000405331.3	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	175	0	175	0	5090	0	0	0	ENST00000405331.3	ENST00000405331.3	ENSG00000071575.12	ENSG00000071575.12	3	2	FALSE	0	307	-175	0	-138	0
ENST00000381323.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000381323.7	ENST00000381323.7	ENSG00000197872.11	ENSG00000197872.11	12	10	FALSE	0	3701	0	0	0	0
ENST00000295156.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	449	0	-449	0	0	0	0	ENST00000295156.9	ENST00000404666.6	ENSG00000163032.12	ENSG00000163032.12	4	3	FALSE	0	1406	0	-449	0	0
ENST00000381249.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000381249.4	ENST00000381249.4	ENSG00000240857.2	ENSG00000240857.2	2	2	FALSE	0	552	0	0	0	0
ENST00000333610.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000333610.4	ENST00000333610.4	ENSG00000183891.6	ENSG00000183891.6	3	3	FALSE	0	488	0	0	0	0
ENST00000237822.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000237822.8	ENST00000237822.8	ENSG00000118961.15	ENSG00000118961.15	7	6	FALSE	0	2942	0	0	0	0
ENST00000478050.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	6310	0	-6310	ENST00000478050.1	ENST00000233468.5	ENSG00000115128.7	ENSG00000115128.7	2	2	FALSE	0	570	0	0	0	1
ENST00000380834.7	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	0	-23920	ENST00000380834.7	novel	ENSG00000138092.11	ENSG00000138092.11	8	2	TRUE	6	4046	0	0		
ENST00000264711.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000264711.7	ENST00000264711.7	ENSG00000115137.12	ENSG00000115137.12	7	7	FALSE	0	4028	0	0	0	0
ENST00000492985.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	63	4818	63	-4818	ENST00000492985.1	ENST00000380809.7	ENSG00000115137.12	ENSG00000115137.12	3	3	FALSE	0	293	0	0	-63	15
ENST00000288642.12	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000288642.12	ENST00000288642.12	ENSG00000138101.20	ENSG00000138101.20	20	18	TRUE	1	604	0	0	0	0
ENST00000404103.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000404103.7	ENST00000404103.7	ENSG00000138101.20	ENSG00000138101.20	20	18	TRUE	1	593	0	0	0	0
ENST00000407661.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000407661.7	ENST00000407661.7	ENSG00000138101.20	ENSG00000138101.20	20	18	TRUE	1	593	0	0	0	0
ENST00000264712.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000264712.8	ENST00000264712.8	ENSG00000084731.15	ENSG00000084731.15	8	8	FALSE	0	2963	0	0	0	0
ENST00000264710.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000264710.5	ENST00000264710.5	ENSG00000084733.11	ENSG00000084733.11	6	6	FALSE	0	2961	0	0	0	0
ENST00000643063.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000643063.1	ENST00000643063.1	ENSG00000084754.12	ENSG00000084754.12	21	11	TRUE	10	1677	0	0	0	0
ENST00000646483.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000646483.1	ENST00000646483.1	ENSG00000084754.12	ENSG00000084754.12	19	4	TRUE	15	1912	0	0	0	0
ENST00000317799.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000317799.10	ENST00000317799.10	ENSG00000138029.14	ENSG00000138029.14	16	15	FALSE	0	575	0	0	0	0
ENST00000260585.12	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	33	0	-33	ENST00000260585.12	ENST00000260585.12	ENSG00000138018.19	ENSG00000138018.19	10	10	FALSE	0	6908	0	0	0	-33
ENST00000414029.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000414029.1	ENST00000414029.1	ENSG00000213699.9	ENSG00000213699.9	5	3	TRUE	2	3452	0	0	0	0
ENST00000288699.11	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000288699.11	ENST00000288699.11	ENSG00000157851.17	ENSG00000157851.17	13	12	FALSE	0	3486	0	0	0	0
ENST00000233121.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000233121.7	ENST00000233121.7	ENSG00000084764.12	ENSG00000084764.12	7	6	FALSE	0	1047	0	0	0	0
ENST00000238788.14	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000238788.14	ENST00000321326.11	ENSG00000119777.20	ENSG00000119777.20	17	17	FALSE	0	911	0	0	0	0
ENST00000380320.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000380320.9	ENST00000380320.9	ENSG00000138080.14	ENSG00000138080.14	8	8	FALSE	0	842	0	0	0	0
ENST00000260643.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000260643.7	ENST00000260643.7	ENSG00000138073.14	ENSG00000138073.14	9	9	FALSE	0	876	0	0	0	0
ENST00000264720.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000264720.7	ENST00000359541.6	ENSG00000115207.14	ENSG00000115207.14	19	18	FALSE	0	1149	0	0	0	0
ENST00000445933.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000445933.6	ENST00000445933.6	ENSG00000115211.17	ENSG00000115211.17	13	13	FALSE	0	42	0	0	0	0
