Transcript length (including UTRs and CDS)	Gene name
1906	LGI1
98	LGI1
100	LGI1
5960	LGI1
265	LGI1
3727	LGI1
5944	LGI1
549	LGI1
540	LGI1
1415	LGI1
2050	LGI1
2121	MSH5-SAPCD1
237	RPS4XP23
209	VN1R107P
2901	TRIM27
1812	TRIM27
7002	TRIM27
730	TRIM27
1126	RABL2B
1868	RABL2B
2153	RABL2B
2401	RABL2B
2149	RABL2B
2341	RABL2B
2169	RABL2B
1987	RABL2B
2536	RABL2B
2498	RABL2B
2597	RABL2B
2049	RABL2B
552	RABL2B
831	RABL2B
2380	RABL2B
561	RABL2B
612	RABL2B
391	RABL2B
417	ZNF737
8352	ZNF737
872	ZNF737
544	ZNF737
569	ZNF737
3904	INTS6L
3793	INTS6L
3528	INTS6L
6710	INTS6L
679	INTS6L
686	INTS6L
1312	ABHD17B
3065	ABHD17B
1070	CUTA
1054	CUTA
931	CUTA
870	CUTA
937	CUTA
562	CUTA
731	CUTA
658	CUTA
1378	CUTA
762	CUTA
128	CUTA
560	TSHZ3-AS1
2229	TAFA4
602	TAFA4
1300	TAFA4
1933	TRIM31
1969	
1610	PRKACG
356	RPS26P55
546	GPR84-AS1
185	HLA-U
364	TRBV11-1
1080	PPFIA2-AS1
588	PPFIA2-AS1
924	PPFIA2-AS1
801	PPFIA2-AS1
790	PPFIA2-AS1
752	PPFIA2-AS1
875	PPFIA2-AS1
792	PPFIA2-AS1
789	PPFIA2-AS1
761	PPFIA2-AS1
677	PPFIA2-AS1
482	RAB4B-EGLN2
2774	RAB4B-EGLN2
932	RAB4B-EGLN2
392	TRBV7-6
3406	KDM4C
4022	KDM4C
1406	KDM4C
4601	KDM4C
4338	KDM4C
1439	KDM4C
3332	KDM4C
405	KDM4C
697	KDM4C
3039	KDM4C
647	KDM4C
1064	KDM4C
342	KDM4C
793	KDM4C
537	KDM4C
412	TRBV10-1
6112	BCAS1
4487	BCAS1
3020	BCAS1
3303	BCAS1
3438	BCAS1
2550	BCAS1
2593	BCAS1
1337	BCAS1
1056	BCAS1
1804	BCAS1
1160	BCAS1
273	TRBV5-2
347	TRBV7-4
3010	TRIM10
350	TRBV5-5
1093	
392	TRBV11-3
2908	SORL1-AS1
449	SORL1-AS1
284	TRBV1
561	SAPCD1
552	TRBV19
1224	SNX6P1
873	LINC02744
479	LINC02744
464	LINC02744
1242	LINC02744
406	TRBV12-4
380	TRBV7-1
402	IFITM3P7
381	TRBV25-1
3043	TMEM39A
4393	TMEM39A
4853	TMEM39A
575	TMEM39A
852	TMEM39A
826	TMEM39A
885	TMEM39A
935	TMEM39A
868	TMEM39A
590	TMEM39A
554	TMEM39A
588	TMEM39A
344	TRBV17
343	TRBV5-3
1579	URI1
514	URI1
486	URI1
398	URI1
385	URI1
3460	URI1
2495	URI1
844	URI1
578	URI1
559	URI1
596	URI1
1032	URI1
291	URI1
798	DHX16
347	TRBV7-9
299	RPS26P43
343	TRBV5-7
369	POU5F1
387	TRBV27
388	LINC02727
445	LINC02727
1171	LINC02727
600	LINC02727
975	LINC02727
386	TRBV7-2
348	TRBV21-1
2952	TRPV5
2025	TRPV5
2120	TRPV5
411	TRBV12-5
46	TRBJ2-2P
53	TRBJ1-6
50	TRBJ1-5
408	TRBV11-2
413	TRBV20-1
1634	TBRG1
1571	TBRG1
552	TBRG1
4468	TBRG1
5144	TBRG1
730	TBRG1
2142	TBRG1
842	TBRG1
2308	TBRG1
1809	TBRG1
395	TRBV10-2
475	ZFX
600	ZFX
6801	ZFX
7513	ZFX
300	ZFX
7558	ZFX
7612	ZFX
673	ZFX
367	ZFX
2906	ZFX
651	ZFX
717	LLCFC1
763	LLCFC1
4315	TM7SF3
412	TM7SF3
666	TM7SF3
541	TM7SF3
244	TM7SF3
883	TM7SF3
762	TM7SF3
516	TM7SF3
613	TM7SF3
568	TM7SF3
788	TM7SF3
577	TM7SF3
737	TM7SF3
573	TM7SF3
601	TM7SF3
537	TM7SF3
623	TM7SF3
579	TM7SF3
553	TM7SF3
390	TRBV9
2535	CNKSR1
865	CNKSR1
666	CNKSR1
624	CNKSR1
2538	CNKSR1
1200	CNKSR1
2507	CNKSR1
2673	CNKSR1
562	CNKSR1
581	CNKSR1
553	CNKSR1
842	CNKSR1
467	CNKSR1
642	CNKSR1
742	PRSS3P1
760	TRBC1
50	TRBJ2-1
491	WDR20
2616	WDR20
3060	WDR20
541	WDR20
2175	WDR20
2384	WDR20
2382	WDR20
586	WDR20
2198	WDR20
2067	WDR20
785	WDR20
2117	WDR20
631	WDR20
532	WDR20
563	WDR20
585	WDR20
611	WDR20
560	WDR20
422	WDR20
2695	WDR20
472	PPP1R10
332	PPP1R10
2927	TRPV6
2405	TRPV6
3069	TRPV6
2313	TRPV6
1806	TRPV6
532	TRPV6
540	TRPV6
673	TRPV6
247	TRPV6
3532	ATP2A1
3493	ATP2A1
545	ATP2A1
576	ATP2A1
3130	ATP2A1
831	ATP2A1
467	ATP2A1
239	ATP2A1
195	ATP2A1
10130	DLGAP2
3515	DLGAP2
621	DLGAP2
10088	DLGAP2
386	TRBV6-7
557	PRSS2
795	PRSS2
372	PRSS2
397	TRBV7-3
428	TRBV18
803	PRSS1
1433	PRSS1
800	PRSS1
581	PRSS1
626	PRSS1
1260	PRSS1
787	PRSS1
542	PRRT1
566	PRRT1
547	PRRT1
347	TRBV23-1
1338	KRT8P35
544	TRBV5-4
744	PRSS3P2
1028	OR6V1
1308	HESX1
977	HESX1
757	HESX1
657	HESX1
281	OR9P1P
732	HLA-DPA2
407	PGBD4P1
51	TRBJ1-4
1539	PPP1R11
1591	MGAM2
7867	MGAM2
3784	MGAM2
4104	ZNF230
1794	ZNF230
4085	ZNF230
579	ZNF230
600	ZNF230
1178	HLA-DRB3
1038	OR9A2
374	TRBV13
364	TRBV28
51	TRBJ2-2
4006	EPHB6
584	EPHB6
4406	EPHB6
3859	EPHB6
3222	EPHB6
2298	EPHB6
475	EPHB6
654	EPHB6
527	EPHB6
3434	EPHB6
3365	EPHB6
202	UBE2Q2P9
711	MOG
623	PRICKLE2-AS1
394	PRICKLE2-AS1
2844	DAAM1
5890	DAAM1
582	DAAM1
5806	DAAM1
562	DAAM1
328	DAAM1
695	DAAM1
1864	DAAM1
1430	DAAM1
450	DAAM1
474	DAAM1
2797	DAAM1
993	GAPDHP50
4451	
316	RPL29P33
8444	
566	ZNF222-DT
1042	ZNF222-DT
646	RAB11AP1
1162	ZNF428
827	ZNF428
569	ZNF428
885	RPSAP7
1390	CDNF
1492	CDNF
891	CDNF
462	CDNF
581	CDNF
2379	TIMMDC1
710	TIMMDC1
1271	TIMMDC1
551	TIMMDC1
725	TIMMDC1
605	TIMMDC1
670	TIMMDC1
684	TIMMDC1
634	TIMMDC1
410	TRBV6-5
406	TRBV14
344	TRBV12-1
455	TRBV4-2
520	BRD2
53408	BRD2
54838	BRD2
4893	BRD2
983	ETF1P1
652	TRBV5-1
53	TRBJ2-6
347	TRBV7-7
537	ZNF222
515	ZNF222
1598	ZNF222
1614	ZNF222
421	TRBV2
1762	HSPA14
578	HSPA14
854	HSPA14
6894	MGAM
4199	MGAM
397	MGAM
536	MGAM
2773	
480	RPL21P98
484	DPPA3P5
498	RPL12P1
445	RPL23AP68
347	TRBV16
212	RPS18
188	RPS18
595	RPS18
206	RPS18
99	RPS18
550	HLA-DQB1-AS1
408	TRBVB
401	TRBV6-1
913	PRSS58
1123	PRSS58
2798	GPANK1
1223	SSX1
3501	RHPN2
3793	RHPN2
2378	RHPN2
706	RHPN2
562	RHPN2
540	RHPN2
468	RHPN2
381	TRBV24-1
47	TRBJ2-7
50	TRBJ1-3
107	RNU6-339P
2428	BOP1
878	BOP1
651	BOP1
734	BOP1
642	BOP1
556	BOP1
107	RNU6-796P
316	TRBVA
344	TRBV26
1916	CCT2
595	CCT2
536	CCT2
481	CCT2
683	CCT2
776	CCT2
572	CCT2
1728	CCT2
1754	CCT2
2189	CCT2
852	CCT2
364	CCT2
758	CCT2
567	CCT2
373	TRBV4-1
755	TRBC2
622	MAMDC2-AS1
2265	MAMDC2
279	TRBV8-1
337	TRBV22-1
344	TRBV10-3
48	TRBJ1-1
49	TRBJ2-3
345	TRBV7-5
48	TRBJ2-5
3025	ZNF311
384	TRBV5-6
344	TRBV12-2
365	TRBV6-4
720	VARS2
785	HLA-DRB7
48	TRBJ1-2
756	HLA-P
12	TRBD1
5726	UBE3A
8742	UBE3A
8725	UBE3A
9131	UBE3A
9352	UBE3A
8939	UBE3A
8728	UBE3A
5075	UBE3A
5025	UBE3A
5274	UBE3A
2986	UBE3A
3176	UBE3A
445	UBE3A
571	UBE3A
2598	UBE3A
5196	UBE3A
4968	UBE3A
789	UBE3A
3371	UBE3A
772	UBE3A
733	UBE3A
706	UBE3A
889	UBE3A
2672	UBE3A
1873	UBE3A
436	UBE3A
779	UBE3A
1112	UBE3A
424	UBE3A
654	UBE3A
394	UBE3A
1536	UBE3A
474	UBE3A
1191	HLA-DRB1
50	TRBJ2-4
392	TRBV6-2
447	TRBV30
409	TRBV12-3
11230	ZNF81
11349	ZNF81
610	ZNF81
492	ZNF81
475	ZNF81
391	TRBV3-1
270	TRBV8-2
894	WBP1LP1
407	TRBV6-8
402	TRBV29-1
390	TRBV6-6
421	TRBV15
2769	
2057	
4471	IP6K1
1815	IP6K1
1260	IP6K1
541	IP6K1
562	IP6K1
687	IP6K1
546	IP6K1
4806	IP6K1
4117	IP6K1
2812	KEL
705	KEL
351	KEL
501	KEL
1856	KEL
417	KEL
649	KEL
786	KEL
556	KEL
548	TRIM31-AS1
2021	ZNG1C
1685	ZNG1C
1381	ZNG1C
1403	ZNG1C
1648	ZNG1C
2437	ZNG1C
1771	ZNG1C
1736	ZNG1C
1413	ZNG1C
1440	ZNG1C
1813	ZNG1C
2563	ZNG1C
1877	ZNG1C
2195	ZNG1C
3301	ZNG1C
2994	ZNG1C
1611	ZNG1C
1665	ZNG1C
721	ZNG1C
758	MID2
7333	MID2
2251	MID2
689	MID2
1225	ZNF516-AS1
326	ZNF516-AS1
631	ZNF516-AS1
681	PRSS3P3
856	NDUFV2-AS1
399	NDUFV2-AS1
779	NDUFV2-AS1
460	NDUFV2-AS1
2041	PRSS59P
2842	FASTKD5
2822	FASTKD5
5223	FASTKD5
2960	FASTKD5
3363	FASTKD5
1590	MOXD2P
762	LINC02697
1098	OR6W1P
277	RN7SL233P
205	SNORA73
1545	PGR-AS1
429	PGR-AS1
88	MIR133A1
85	MIR1-2
15857	CNNM2
2059	CNNM2
3857	CNNM2
531	CNNM2
3180	TP53RK
2012	TP53RK
2861	ABCF1
104	RNU6-1038P
110	RNA5SP451
3047	PRPF6
3306	MIB1
10100	MIB1
726	MIB1
544	MIB1
2071	MIB1
2088	MIB1
430	FEZ2
556	FEZ2
4495	FEZ2
1455	FEZ2
1940	FEZ2
2097	FEZ2
1993	FEZ2
1869	FEZ2
765	FEZ2
781	FEZ2
777	FEZ2
660	FEZ2
699	FEZ2
847	FEZ2
1913	FEZ2
1782	FEZ2
590	EGLN2
2100	EGLN2
935	EGLN2
2150	EGLN2
2821	EGLN2
597	EGLN2
572	EGLN2
584	EGLN2
709	EGLN2
574	EGLN2
459	EGLN2
991	EGLN2
3894	EGLN2
3034	EGLN2
1391	EGLN2
684	EGLN2
758	EGLN2
477	EGLN2
3088	CCDC198
1030	CCDC198
1057	CCDC198
1153	CCDC198
1187	CCDC198
583	CCDC198
1242	CCDC198
1022	CCDC198
501	CCDC198
367	CCDC198
598	CCDC198
1542	SPAG4
1561	SPAG4
981	SPAG4
368	SPAG4
827	SPAG4
1181	SPAG4
687	SPAG4
453	SPAG4
2161	AGA-DT
546	AGA-DT
1819	AGA-DT
2347	AGA-DT
3185	RGL2
5304	DZIP3
5164	DZIP3
705	DZIP3
2076	DZIP3
576	DZIP3
4246	DZIP3
519	MTND6P17
1494	HLA-A
1600	HLA-A
1776	LRAT
546	LRAT
603	LRAT
2654	LRAT
4901	LRAT
5002	LRAT
772	LRAT
493	LRAT
10863	SORL1
2165	SORL1
616	SORL1
574	SORL1
3836	SORL1
3692	SORL1
3501	SORL1
3032	SORL1
3703	SORL1
2222	SORL1
1338	SORL1
1765	SORL1
983	SORL1
3094	EHMT2
3115	EHMT2
2992	EHMT2
400	RPS15AP29
541	MARCKSL1P1
1092	ST13P13
2130	RPEL1
886	LINC01011
2811	LINC01011
1573	LINC01011
777	LINC01011
3251	INA
348	RPS26P3
867	NQO2-AS1
1268	NQO2-AS1
417	NQO2-AS1
408	NQO2-AS1
504	NQO2-AS1
3012	TEX11
2224	TEX11
3133	TEX11
2977	TEX11
631	HTATSF1P2
56	HLA-S
2706	KIFC1
734	KIFC1
667	KIFC1
631	KIFC1
417	FAM136BP
377	SERPINB8P1
1950	PCGF6
2236	PCGF6
1868	PCGF6
2128	PCGF6
498	PCGF6
124	RNA5SP201
2382	PPT2
2128	PPT2
2874	PPT2
1874	PPT2
1049	PPT2
4298	CEP44
600	CEP44
3290	CEP44
3824	CEP44
605	CEP44
913	CEP44
732	CEP44
864	CEP44
4173	CEP44
3037	CEP44
1186	BPHL
1563	BPHL
2157	BPHL
1063	BPHL
1909	BPHL
3723	BPHL
607	BPHL
797	BPHL
1050	BPHL
1137	BPHL
576	BPHL
691	BPHL
389	TOMM20P3
896	GACAT2
7013	MTCL1
6956	MTCL1
7079	MTCL1
6009	MTCL1
6093	MTCL1
580	MTCL1
373	MTCL1
3286	MTCL1
474	MTCL1
1554	MTCL1
577	MTCL1
3963	MTCL1
570	MTCL1
560	MTCL1
598	MTCL1
2856	MTCL1
777	C4B-AS1
2189	CADM4
302	CADM4
3706	ZNF334
4767	ZNF334
3890	ZNF334
3487	ZNF334
2635	ZNF334
2495	ZNF334
2243	ZNF334
490	RPL12P22
2204	MIR3142HG
2301	MIR3142HG
3654	
2798	
1458	
1586	
5517	TAP2
5059	
5868	COL11A2
1790	COL11A2
898	COL11A2
728	LINC01531
912	LINC01531
643	LINC01531
892	LINC01531
885	LINC01531
3312	LINC01531
658	LINC01531
133	RNU11-3P
3001	
5826	ELL2
468	ELL2
582	ELL2
730	ELL2
520	ELL2
743	ELL2
467	ELL2
340	ELL2
882	ATP5MK
635	ATP5MK
364	ATP5MK
560	ATP5MK
660	ATP5MK
736	RPS4XP19
1059	NAT1
1799	NAT1
2162	NAT1
333	NAT1
804	NAT1
1902	NAT1
2280	NAT1
1446	NAT1
1111	PPP1R18
1824	FUS
1787	FUS
952	FUS
1818	FUS
4920	FUS
1785	FUS
643	FUS
544	FUS
827	FUS
521	FUS
791	FUS
639	FUS
778	FUS
117	RNU5F-3P
139	MIR3976
1909	GSS
1554	GSS
1667	GSS
3019	GSS
1998	GSS
2131	GSS
2702	GSS
1940	GSS
1907	GSS
870	GSS
1310	GSS
1780	GSS
1437	GSS
1092	GSS
1540	GSS
747	GSS
830	GSS
900	GSS
767	GSS
1870	GSS
732	GSS
587	GSS
728	GSS
573	GSS
512	GSS
920	GSS
461	GSS
450	GSS
10579	TMEM200C
10638	TMEM200C
1958	LINC00671
560	LINC00671
579	LINC00671
858	GRP
824	GRP
579	GRP
607	GRP
405	GRP
8004	SIPA1L3
545	SIPA1L3
608	SIPA1L3
163	SIPA1L3
785	SIPA1L3
546	SIPA1L3
374	SIPA1L3
568	SIPA1L3
407	SIPA1L3
584	SIPA1L3
572	SIPA1L3
811	SIPA1L3
230	COX6B1P2
74	MIRLET7A3
92	MIR4763
83	MIRLET7B
368	PPARA
10118	PPARA
531	PPARA
572	PPARA
433	PPARA
449	PPARA
1556	PPARA
278	PPARA
567	PPARA
1558	PPARA
1564	PPARA
4193	GPHN
3557	GPHN
1723	GPHN
2459	GPHN
550	GPHN
512	GPHN
503	GPHN
574	GPHN
562	GPHN
2514	GPHN
841	GPHN
435	GPHN
493	GPHN
655	GPHN
592	GPHN
404	GPHN
871	TUBB2BP1
1876	UTP18
592	UTP18
577	UTP18
664	UTP18
567	UTP18
464	UTP18
897	UTP18
1873	HLA-C
1447	HLA-C
1599	HLA-C
104	RNU6-391P
878	NATP
1051	PBX2
873	GPLD1
5790	GPLD1
1030	GPLD1
1090	GPLD1
696	GPLD1
604	GPLD1
2799	FAM110D
3034	GFPT2
657	GFPT2
515	GFPT2
697	GFPT2
608	GFPT2
601	GFPT2
943	GFPT2
557	GFPT2
2935	RAX
3255	RAX
503	RAX
473	RAX
2458	ING2
599	ING2
758	LINC00698
1428	LINC00698
550	LINC00698
1957	LINC00698
767	LINC00698
7483	SLC45A4
7418	SLC45A4
3546	SLC45A4
835	SLC45A4
542	SLC45A4
726	SLC45A4
149	MIR1307
1916	CPLX4
1966	CPLX4
3490	SLC35G1
3488	SLC35G1
3036	SLC35G1
726	SLC35G1
2122	SLC35G1
396	CFAP44-AS1
686	CFAP44-AS1
999	CFAP44-AS1
1521	HLA-DQA2
2045	
1342	EEF1A1P46
1439	CDPF1
1489	CDPF1
1600	CDPF1
1541	CDPF1
655	CDPF1
498	CDPF1
1589	HLA-B
738	HLA-B
2671	TUBB
2633	TUBB
2904	TUBB
2824	TUBB
4796	FSTL5
4757	FSTL5
2920	FSTL5
404	FSTL5
558	FSTL5
1383	DPPA2
1519	LINC01648
531	RPL21P70
4824	LMAN1
576	LMAN1
678	LMAN1
442	LMAN1
1181	LMAN1
859	VDAC1P13
3350	PIPSL
2733	PIPSL
945	PLCE1-AS2
1612	PLCE1-AS2
459	PLCE1-AS2
427	PLCE1-AS2
663	PLCE1-AS2
924	PLCE1-AS2
789	PLCE1-AS2
666	PLCE1-AS2
440	PLCE1-AS2
461	PLCE1-AS2
779	PLCE1-AS2
542	PLCE1-AS2
432	PLCE1-AS2
396	PLCE1-AS2
3165	SLC9A1
4737	SLC9A1
660	SLC9A1
887	SLC9A1
2183	SLC9A1
695	SLC9A1
1053	RABGGTBP1
2535	CYP2T1P
1458	CYP2T1P
183	LCORLP1
576	HMGB1P36
5494	GPR174
2609	SEPTIN6
1576	SEPTIN6
1393	SEPTIN6
1617	SEPTIN6
4652	SEPTIN6
2693	SEPTIN6
1061	SEPTIN6
4495	SEPTIN6
836	SEPTIN6
1445	HDAC1P1
3247	TRIM26
107	RNU6-657P
3304	TMTC2
5669	TMTC2
2682	TMTC2
4527	TMTC2
6211	TMTC2
563	SERHL2
2096	SERHL2
1315	SERHL2
1379	SERHL2
1669	SERHL2
1712	SERHL2
1337	SERHL2
521	SERHL2
753	SERHL2
596	SERHL2
1994	PLCE1-AS1
1683	PLCE1-AS1
567	PLCE1-AS1
964	PLCE1-AS1
617	MUC22
7638	ZNF507
5560	ZNF507
5764	ZNF507
7716	ZNF507
1102	ZNF507
1466	BTNL2
2969	SLC3A1
2334	SLC3A1
1426	SLC3A1
1537	SLC3A1
2909	SLC3A1
2424	SLC3A1
574	SLC3A1
792	SLC3A1
1418	SLC3A1
1737	SLC3A1
654	RPS18
738	SUMO2P17
285	SUMO2P17
3455	NOC3L
2190	NOC3L
576	NOC3L
1811	MARCHF10-DT
1743	PLA1A
1456	PLA1A
1695	PLA1A
366	PLA1A
1775	PLA1A
728	PLA1A
591	LINC01482
468	LINC01482
390	LINC01482
2616	LINC01482
411	VARS1
643	VARS1
1541	VARS1
2660	
270	HMGN2P27
2267	KIF2B
609	PHF1
1930	PHF1
836	PHF1
461	PHF1
2224	PHF1
2330	PHF1
2283	PHF1
849	PHF1
1189	PHF1
1099	PHF1
728	PHF1
862	PHF1
933	PHF1
2260	MSH5
2415	MSH5
2288	MSH5
2239	MSH5
2290	MSH5
545	MSH5
2236	MSH5
575	MSH5
754	MSH5
405	MSH5
413	MSH5
339	MSH5
195	MSH5
3660	FGF1
2582	FGF1
3748	FGF1
695	FGF1
958	FGF1
759	FGF1
992	FGF1
777	FGF1
683	FGF1
391	FGF1
298	FGF1
550	FGF1
4062	FGF1
3818	FGF1
3802	FGF1
3805	FGF1
301	RN7SL798P
295	RN7SL323P
67	SNORD54
557	CERNA3
655	HCG9
2276	CA10
2935	CA10
2699	CA10
3179	CA10
2914	CA10
1474	CA10
628	CA10
410	CA10
567	CA10
762	NPM1P21
1041	MOS
7311	PLAG1
2163	PLAG1
1684	PLAG1
1899	PLAG1
435	PLAG1
348	RPS26P54
418	GLUD1P4
528	RPLP0P12
959	RPLP0P12
1917	PFDN6
6271	CCBE1
6065	CCBE1
6403	CCBE1
3341	CCBE1
3290	CCBE1
1692	CCBE1
1944	CCBE1
573	CHCHD7
1684	CHCHD7
442	CHCHD7
1030	CHCHD7
536	CHCHD7
580	CHCHD7
567	CHCHD7
559	CHCHD7
552	CHCHD7
3157	CHCHD7
1697	CHCHD7
1670	CHCHD7
1805	CHCHD7
1550	CHCHD7
557	CHCHD7
703	CHCHD7
582	CHCHD7
5018	HLA-DPA1
5637	TBC1D12
2339	TBC1D12
419	TBC1D12
596	LINC02457
4898	LINC02457
539	LINC00500
1254	PLAUR
715	PLAUR
1205	PLAUR
1368	PLAUR
1610	PLAUR
607	PLAUR
655	PLAUR
555	PLAUR
742	PLAUR
842	PLAUR
679	PLAUR
897	PLAUR
650	PLAUR
563	PLAUR
740	PLAUR
580	PLAUR
1699	ALDH5A1
2266	ALDH5A1
5131	ALDH5A1
4883	ALDH5A1
4685	ALDH5A1
859	ALDH5A1
2032	ALDH5A1
871	ALDH5A1
912	ALDH5A1
470	ALDH5A1
3171	APPL2
3196	APPL2
2680	APPL2
851	APPL2
684	APPL2
2190	APPL2
564	APPL2
428	APPL2
1797	APPL2
372	APPL2
555	APPL2
547	APPL2
529	APPL2
637	APPL2
514	APPL2
493	APPL2
618	NFYBP1
1559	ARHGAP10
3270	ARHGAP10
8188	ARHGAP10
1934	ARHGAP10
2131	ARHGAP10
645	ARHGAP10
627	ARHGAP10
2642	GPR27
1800	TEX55
1858	TEX55
1438	TEX55
1072	TEX55
688	TEX55
2914	LDLRAP1
238	LDLRAP1
4670	LDLRAP1
369	LDLRAP1
657	LDLRAP1
913	LDLRAP1
995	LDLRAP1
991	PSMB8-AS1
1334	CTBP2P2
1017	SLC14A1
3823	SLC14A1
572	SLC14A1
2371	SLC14A1
3917	SLC14A1
1554	SLC14A1
976	SLC14A1
1496	SLC14A1
1048	SLC14A1
1390	SLC14A1
1684	SLC14A1
552	SLC14A1
2264	SLC14A1
561	SLC14A1
2846	SLC14A1
1022	SLC14A1
779	SLC14A1
565	SLC14A1
577	SLC14A1
554	SLC14A1
437	ALDH1L1-AS1
1562	TUBB8
2438	TUBB8
1367	TUBB8
1413	TUBB8
820	TUBB8
1061	TUBB8
796	TUBB8
1643	HLA-DQB1
907	OR7E29P
547	HLA-DOB
304	CD200LP
5963	CDCP1
1416	CDCP1
563	CDCP1
1987	POLR1HASP
2297	POLR1HASP
3256	POLR1HASP
2431	POLR1HASP
9793	POLR1HASP
1499	POLR1HASP
703	POLR1HASP
3296	POLR1HASP
3659	POLR1HASP
3674	POLR1H
865	POLR1H
744	POLR1H
755	POLR1H
572	POLR1H
997	POLD2P1
1312	IL9RP2
1618	LINC01949
2721	LINC01949
716	DDX20P1
270	PTMAP1
113	RNA5SP297
111	RNA5SP298
266	RN7SL754P
589	FBXL21P
2693	FBXL21P
611	FBXL21P
768	FBXL21P
1742	FBXL21P
1387	FBXL21P
1479	FBXL21P
724	FBXL21P
294	ATP5MC1P8
3566	KCNMA1-AS1
436	KCNMA1-AS1
504	KCNMA1-AS1
772	KCNMA1-AS1
863	KCNMA1-AS1
1755	KCNMA1-AS1
597	KCNMA1-AS1
871	KCNMA1-AS1
868	KCNMA1-AS1
502	KCNMA1-AS1
397	MT1H
697	MT1H
1504	HLA-F
1202	HLA-F
2737	CD80
1491	CD80
737	CD80
771	CD80
427	KCNMA1-AS2
290	KCNMA1-AS2
211	COX6CP15
111	RNA5SP321
3711	
1514	KCNMA1-AS3
1645	KCNMA1-AS3
701	KCNMA1-AS3
3025	NDRG1
2810	NDRG1
2145	NDRG1
2349	NDRG1
3983	NDRG1
2918	NDRG1
3755	NDRG1
888	NDRG1
1385	NDRG1
560	NDRG1
1231	NDRG1
507	NDRG1
411	NDRG1
66	NDRG1
104	NDRG1
584	NDRG1
120	NDRG1
242	NDRG1
117	NDRG1
105	NDRG1
620	NDRG1
1103	NDRG1
594	NDRG1
85	NDRG1
351	NDRG1
114	NDRG1
777	NDRG1
135	NDRG1
84	NDRG1
195	NDRG1
118	NDRG1
582	NDRG1
581	NDRG1
558	NDRG1
729	NDRG1
591	NDRG1
536	NDRG1
709	NDRG1
942	NDRG1
347	NDRG1
92	NDRG1
295	NDRG1
563	NDRG1
530	NDRG1
151	NDRG1
501	NDRG1
276	NDRG1
562	NDRG1
554	NDRG1
488	NDRG1
146	NDRG1
187	NDRG1
408	NDRG1
149	NDRG1
340	NDRG1
110	NDRG1
514	MT3
421	MT3
406	MT3
1550	MT3
579	MT3
448	MT3
1539	METTL17
576	METTL17
572	METTL17
596	METTL17
1077	METTL17
1586	METTL17
1500	METTL17
2887	METTL17
1605	METTL17
552	METTL17
582	METTL17
900	METTL17
1529	METTL17
556	METTL17
568	METTL17
635	METTL17
824	METTL17
803	METTL17
868	METTL17
551	METTL17
249	METTL17
730	METTL17
952	METTL17
915	METTL17
510	METTL17
3569	MBL2
3576	MBL2
3561	MBL2
2195	MSX2
1188	MSX2
6392	SDC3
5246	SDC3
589	SDC3
355	SDC3
1094	GNL1
1132	FAM8A5P
738	HLA-DPA2
231	UBL5P3
1925	LINC01951
1686	PDIA2
1750	PDIA2
1575	PDIA2
680	PDIA2
1956	PDIA2
451	PDIA2
567	PDIA2
1351	LINC01844
2719	LINC01844
759	LINC01844
979	LINC01844
2280	LINC01844
2360	LINC01844
869	LINC01844
1206	LINC01844
1326	LINC01844
972	LINC01844
1082	LINC01844
1054	LINC01844
2276	LINC01844
2752	LINC01844
1876	LINC01844
2855	LINC01844
1601	LINC01844
2381	LINC01844
760	LINC01844
1847	LINC01844
1182	LINC01844
1017	LINC01844
1621	LINC01844
1312	LINC01844
1200	LINC01844
2712	SHLD2P3
329	RN7SL453P
600	RHEBP2
1043	HLA-W
3487	PAFAH2
2523	PAFAH2
494	PAFAH2
417	PAFAH2
238	PAFAH2
778	PAFAH2
748	PAFAH2
10576	CACNG5
1819	CACNG5
926	CACNG5
712	RPL7P34
588	RPL7AP33
1470	LIPF
1290	LIPF
1265	LIPF
1391	LIPF
1357	LIPF
307	LIPF
1921	BOD1
1286	BOD1
850	BOD1
814	BOD1
736	BOD1
353	BOD1
688	BOD1
283	RN7SKP80
104	RNU6-513P
150	RNU12
799	ATP5MGL
1021	NME1-NME2
894	NME1-NME2
1193	NME1-NME2
4525	
1004	CYP2F2P
1056	CYP2F2P
1051	HLA-K
1458	KRT8P43
2525	HSPA1B
2348	HSPA1B
1562	SMDT1
3338	KRT18P59
1231	KRT18P59
2120	TDP2
1935	TDP2
573	TDP2
857	TDP2
714	TDP2
3994	
171	RPS29P26
1584	FLOT1
246	RPS27P20
783	SLC25A1P5
648	TNFRSF12A
977	TNFRSF12A
881	TNFRSF12A
583	TNFRSF12A
1133	TNFRSF12A
161	TNFRSF12A
1678	TNFRSF12A
5441	SIAE
1980	SIAE
568	SIAE
2272	SIAE
569	SIAE
2921	SIAE
1473	HLA-DQB1
2321	A4GALT
2092	A4GALT
2019	A4GALT
1956	A4GALT
546	A4GALT
595	A4GALT
407	A4GALT
560	CLDND1
1380	CLDND1
2010	CLDND1
2228	CLDND1
750	CLDND1
2818	CLDND1
2159	CLDND1
2170	CLDND1
538	CLDND1
2124	CLDND1
642	CLDND1
999	CLDND1
520	CLDND1
871	CLDND1
862	CLDND1
865	CLDND1
582	CLDND1
916	CLDND1
573	CLDND1
707	CLDND1
1013	CLDND1
815	CLDND1
663	CLDND1
903	CLDND1
681	CLDND1
